ep_patent,filing_year,technical_field,title,applicants,inventors,priority_claims,ipc_classes,cpc_classes,application_number,filing_date
EP18826058A,2018,Other,DEHNUNGSMESSSTREIFEN UMFASSEND EIN FLEXIBLES SUBSTRAT SOWIE EINE WIDERSTANDSSCHICHT UND SENSORELEMENT UMFASSEND EINEN DEHNUNGSMESSSTREIFEN,"['HOCHSCHULE FUER TECHNIK UND WIRTSCH DES SAARLANDES\u2002[DE]', 'Hochschule für Technik und Wirtschaft des Saarlandes']","['LANGOSCH MATTHÄUS\u2002[DE]', 'VOLLBERG DENNIS\u2002[DE]', 'LANGOSCH, Matthäus,', 'VOLLBERG, Dennis,', 'Langosch, Matthäus,', 'Vollberg, Dennis']",[],"['G01B 5/ 00 A I', 'G01B 7/ 16 A I', 'G01L 1/ 22 A I']",[],EP20180826058,20181221
