applicant,nuts_code,filing_year,appln_count,federal_state_code,federal_state_name,landkreis_name
Schock Metallwerk GmbH,DE116,2023,1,DE1,Baden-Württemberg,Kernen im Remstal
AZUR SPACE Solar Power GmbH,DE117,2019,5,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Hepperle, Georg",DE117,2019,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"FRANGEN, Joachim",DE117,2019,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Gurr, Kay-Steffen",DE117,2019,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Vishay Semiconductor GmbH,DE117,2019,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Bangratz, René",DE117,2019,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Meusel, Matthias",DE117,2019,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Xenios AG,DE117,2019,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Filipon, Sven",DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
KT Projektentwicklungs-Gmbh,DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Amphenol-tuchel Electronics GmbH,DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"ERNEMANN, Lothar",DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Lavatec Laundry Technology GmbH,DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Fuhrmann, Daniel",DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Kurz, Edgar",DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Gebr. Eberhard GmbH & Co. KG.,DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"LANG, Elvira",DE117,2019,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
AZUR SPACE Solar Power GmbH,DE117,2020,25,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Fuhrmann, Daniel",DE117,2020,6,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"KÖSTLER, Wolfgang",DE117,2020,6,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Hepperle, Georg",DE117,2020,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Xenios AG,DE117,2020,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Amphenol-tuchel Electronics GmbH,DE117,2020,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Eggensperger, Martin",DE117,2020,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Vishay Semiconductor GmbH,DE117,2020,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Bertsch, Michael",DE117,2020,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Bär Management- und Beteiligungsgesellschaft mbH,DE117,2020,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Meusel, Matthias",DE117,2020,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Guenther, Christian",DE117,2020,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Filipon, Sven",DE117,2020,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Annecke, Alfred",DE117,2020,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"MATHEIS, Georg",DE117,2020,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"HOHL, Ulrich",DE117,2020,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
AZUR SPACE Solar Power GmbH,DE117,2021,9,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Xenios AG,DE117,2021,5,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Amphenol-tuchel Electronics GmbH,DE117,2021,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Fuhrmann, Daniel",DE117,2021,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
ThyssenKrupp System Engineering GmbH,DE117,2021,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Bär Management- und Beteiligungsgesellschaft mbH,DE117,2021,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"MAITERTH, Eduard",DE117,2021,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Vishay Semiconductor GmbH,DE117,2021,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
AZUR SPACE Solar Power GmbH,DE117,2022,4,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"Bangratz, René",DE117,2022,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
ThyssenKrupp System Engineering GmbH,DE117,2022,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Vishay Semiconductor GmbH,DE117,2022,2,DE1,Baden-Württemberg,"Heilbronn, Stadt"
KT Projektentwicklungs-Gmbh,DE117,2022,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Amphenol-tuchel Electronics GmbH,DE117,2022,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Amphenol-tuchel Electronics GmbH,DE117,2023,3,DE1,Baden-Württemberg,"Heilbronn, Stadt"
Bär Management- und Beteiligungsgesellschaft mbH,DE117,2023,1,DE1,Baden-Württemberg,"Heilbronn, Stadt"
"WEISSENMAYER, Simon",DE118,2019,15,DE1,Baden-Württemberg,Langenbrettach
Schunk GmbH & Co. KG Spann- und Greiftechnik,DE118,2019,8,DE1,Baden-Württemberg,Langenbrettach
"Wieland, Achim",DE118,2019,6,DE1,Baden-Württemberg,Langenbrettach
"RÖDIGER, Fritz",DE118,2019,4,DE1,Baden-Württemberg,Langenbrettach
Dieffenbacher GmbH Maschinen- und Anlagenbau,DE118,2019,4,DE1,Baden-Württemberg,Langenbrettach
Wilhelm Layher Verwaltungs-GmbH,DE118,2019,4,DE1,Baden-Württemberg,Langenbrettach
KACO new energy GmbH,DE118,2019,3,DE1,Baden-Württemberg,Langenbrettach
"Hornbostel, Norbert",DE118,2019,3,DE1,Baden-Württemberg,Langenbrettach
"WIENKEN, Hubertus",DE118,2019,3,DE1,Baden-Württemberg,Langenbrettach
Feurer Febra GmbH,DE118,2019,3,DE1,Baden-Württemberg,Langenbrettach
"KOOS, Christian",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"KLAR, Michael",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"RÖTHER, Friedbert",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"WÖLFFLE, Pascal",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
SED Flow Control GmbH,DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"Marx, Michael",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"Stech, Jörg",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"BRÄNDLE, Alexander",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"MITTMANN, Gert",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"BECHSTEIN, Daniel",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"Hertkorn, Regina",DE118,2019,2,DE1,Baden-Württemberg,Langenbrettach
"KLEINHANS, Andreas",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"STIRNER, Wolfgang",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
IPR-Intelligente Peripherien für Roboter GmbH,DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Hamann, Mirko",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Fellhauer, Bruno",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
Bühler GmbH,DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"SCHULLER, Wolfgang",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
Bornack GmbH & Co. KG,DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Dullin, Claus",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"STIEGLER, Martin",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Benz, Karl-Heinz",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"KLUG, Andreas",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Schopp, Daniel",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"EMDE, Christoph",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"STARKE, Johannes",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Buttau, Hans-Peter",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"von Collani, Yorck",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Seiz, Bernhard",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"SCHEUING, Jan",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"RICHTER, Klaus",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"HASBERG, Carsten",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"BUSSMANN, Otmar",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"ENGLERT, Karl-Otto",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"WÖHR, Benjamin",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"GAERTNER, Oliver",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Brüstle, Claus",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"PETER, Ralph",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Pleiss, Eberhard",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Anz, Ruprecht",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Schanzenbach, Matthias",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"HENNIGE, Herbert",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"PHILIPPS, Bernd",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Baumann, Michael",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"MOERBE, Matthias",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"WIRTH, Jens",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"GRAESER, Wolf-Peter",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Hummel, Marc",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
Lidl Stiftung & Co. KG,DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"SCHAFFERT, Herbert",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
"Rau, Michael",DE118,2019,1,DE1,Baden-Württemberg,Langenbrettach
Dieffenbacher GmbH Maschinen- und Anlagenbau,DE118,2020,12,DE1,Baden-Württemberg,Langenbrettach
Schunk GmbH & Co. KG Spann- und Greiftechnik,DE118,2020,8,DE1,Baden-Württemberg,Langenbrettach
"Hummel, Marc",DE118,2020,7,DE1,Baden-Württemberg,Langenbrettach
"Wächter, Clemens",DE118,2020,7,DE1,Baden-Württemberg,Langenbrettach
Wilhelm Layher Verwaltungs-GmbH,DE118,2020,7,DE1,Baden-Württemberg,Langenbrettach
"Wieland, Achim",DE118,2020,3,DE1,Baden-Württemberg,Langenbrettach
W. Gessmann GmbH,DE118,2020,3,DE1,Baden-Württemberg,Langenbrettach
"WÖHR, Benjamin",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"SINN, Peter",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"Seiz, Bernhard",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"Rupp, Michael",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"KLUG, Andreas",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"Gschelak, Matthias",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"WEISSENMAYER, Simon",DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
Söhner Kunststofftechnik GmbH Präzisionsthermoformen,DE118,2020,2,DE1,Baden-Württemberg,Langenbrettach
"Schiefer, Peter",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
Karcher GmbH,DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Schulz, Bernd",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"FRANZ, Michael",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"SCHEUING, Jan",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Fellhauer, Bruno",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"WÖLFFLE, Pascal",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Schleusener, Tobias",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Pissarczyk, Thorsten",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Dullin, Claus",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Schütz, Lothar",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Schopp, Daniel",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Hornbostel, Norbert",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"KLEINBACH, Kurt",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Schäfer, Marco",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Baumann, Michael",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"SUSLOV, Dmitry",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Schweiher, Mark",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Rau, Michael",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"PISSARCZYK, Thorsten",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"ZICKGRAF, Bernhard",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Wörthwein, Hans",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Kiehlneker, Alexander",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Mössinger, Klaus",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"LUST, Alexander",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"HASBERG, Carsten",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"MOERBE, Matthias",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
KS Kolbenschmidt GmbH,DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Sinnl, Erwin",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"WINKLER, Ralf",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
Vollert Anlagenbau GmbH,DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"SCHUDT, Klaus",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"von Collani, Yorck",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"RÖTHER, Friedbert",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Dunz, Thomas",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
"Ziemann, Brigitte",DE118,2020,1,DE1,Baden-Württemberg,Langenbrettach
Wilhelm Layher Verwaltungs-GmbH,DE118,2021,6,DE1,Baden-Württemberg,Langenbrettach
Weber-Hydraulik GmbH,DE118,2021,4,DE1,Baden-Württemberg,Langenbrettach
Feurer Febra GmbH,DE118,2021,3,DE1,Baden-Württemberg,Langenbrettach
Dieffenbacher GmbH Maschinen- und Anlagenbau,DE118,2021,3,DE1,Baden-Württemberg,Langenbrettach
"WINKLER, Torsten",DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
SED Flow Control GmbH,DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
Karcher GmbH,DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
Schunk GmbH & Co. KG Spann- und Greiftechnik,DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
"KOOS, Christian",DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
"RÖTHER, Friedbert",DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
Hänel GmbH & Co. KG,DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
"Wächter, Clemens",DE118,2021,2,DE1,Baden-Württemberg,Langenbrettach
"RICHTER, Klaus",DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
"Buttau, Hans-Peter",DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
"Lenz, Roland",DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
Neumeister Hydraulik GmbH,DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
ThePeople.de GmbH,DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
IPR-Intelligente Peripherien für Roboter GmbH,DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
"Hummel, Marc",DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
"Wörner, Dieter",DE118,2021,1,DE1,Baden-Württemberg,Langenbrettach
Schunk GmbH & Co. KG Spann- und Greiftechnik,DE118,2022,2,DE1,Baden-Württemberg,Langenbrettach
Karcher GmbH,DE118,2022,2,DE1,Baden-Württemberg,Langenbrettach
"Müller, Friedrich",DE118,2022,1,DE1,Baden-Württemberg,Langenbrettach
IPR-Intelligente Peripherien für Roboter GmbH,DE118,2022,1,DE1,Baden-Württemberg,Langenbrettach
Hänel GmbH & Co. KG,DE118,2022,1,DE1,Baden-Württemberg,Langenbrettach
Feurer Febra GmbH,DE118,2022,1,DE1,Baden-Württemberg,Langenbrettach
Peter Kwasny GmbH,DE118,2022,1,DE1,Baden-Württemberg,Langenbrettach
Dr. Doll Engineering GmbH,DE118,2022,1,DE1,Baden-Württemberg,Langenbrettach
Dr. Doll Engineering GmbH,DE118,2023,2,DE1,Baden-Württemberg,Langenbrettach
Schunk GmbH & Co. KG Spann- und Greiftechnik,DE118,2023,1,DE1,Baden-Württemberg,Langenbrettach
Peter Kwasny GmbH,DE118,2023,1,DE1,Baden-Württemberg,Langenbrettach
ebm-papst Mulfingen GmbH & Co. KG,DE119,2019,35,DE1,Baden-Württemberg,Zweiflingen
Adolf Würth GmbH & Co. KG,DE119,2019,19,DE1,Baden-Württemberg,Zweiflingen
ZIEHL-ABEGG SE,DE119,2019,16,DE1,Baden-Württemberg,Zweiflingen
Würth Elektronik eiSos GmbH & Co. KG,DE119,2019,10,DE1,Baden-Württemberg,Zweiflingen
"Gebert, Daniel",DE119,2019,7,DE1,Baden-Württemberg,Zweiflingen
"Humm, Markus",DE119,2019,6,DE1,Baden-Württemberg,Zweiflingen
Filtration Group GmbH,DE119,2019,6,DE1,Baden-Württemberg,Zweiflingen
Ziehl-Abegg Automotive GmbH & Co. KG,DE119,2019,5,DE1,Baden-Württemberg,Zweiflingen
GEMÜ Gebr. Müller Apparatebau GmbH & Co. Kommanditgesellschaft,DE119,2019,5,DE1,Baden-Württemberg,Zweiflingen
"Schmezer, Joachim",DE119,2019,5,DE1,Baden-Württemberg,Zweiflingen
R. Stahl Schaltgeräte GmbH,DE119,2019,5,DE1,Baden-Württemberg,Zweiflingen
"SCHNEIDER, Alex",DE119,2019,4,DE1,Baden-Württemberg,Zweiflingen
"Haaf, Oliver",DE119,2019,3,DE1,Baden-Württemberg,Zweiflingen
"Gebert, Thomas",DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
"Stepper, Thorsten",DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
"KONDRUS, Elena",DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
"Schaaf, Valerius",DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
"Hohl, Wolfgang",DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
FKN Fassaden GmbH & Co. KG,DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
"KLOSTERMANN, Angelika",DE119,2019,2,DE1,Baden-Württemberg,Zweiflingen
"Strehle, Michael",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"BAUN, Martin",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"Reuther, Herbert",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
Montagebau Karl Göbel E.K.,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
DLK Ventilatoren GmbH,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"GÜNTHER, Jörg",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
Bürkert Werke GmbH & Co. KG,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"HAAF, Oliver",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
Stahl CraneSystems GmbH,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
Konrad Hornschuch AG,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
SBK Siegfried Böhnisch Kunststofftechnik GmbH,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
SWG Schraubenwerk Gaisbach GmbH,DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"Schenk, Michael",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"BURGARDT, Georg",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"Bantel, Jochen",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"HAAG, Christian",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"KOCH, Simon",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"Göbel, Karl",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"GOLDER, Markus",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
"Wierling, Reinhard",DE119,2019,1,DE1,Baden-Württemberg,Zweiflingen
ebm-papst Mulfingen GmbH & Co. KG,DE119,2020,23,DE1,Baden-Württemberg,Zweiflingen
Adolf Würth GmbH & Co. KG,DE119,2020,12,DE1,Baden-Württemberg,Zweiflingen
R. Stahl Schaltgeräte GmbH,DE119,2020,10,DE1,Baden-Württemberg,Zweiflingen
ZIEHL-ABEGG SE,DE119,2020,8,DE1,Baden-Württemberg,Zweiflingen
GEMÜ Gebr. Müller Apparatebau GmbH & Co. Kommanditgesellschaft,DE119,2020,6,DE1,Baden-Württemberg,Zweiflingen
Würth Elektronik eiSos GmbH & Co. KG,DE119,2020,6,DE1,Baden-Württemberg,Zweiflingen
Konrad Hornschuch AG,DE119,2020,5,DE1,Baden-Württemberg,Zweiflingen
"KONDRUS, Elena",DE119,2020,4,DE1,Baden-Württemberg,Zweiflingen
Filtration Group GmbH,DE119,2020,4,DE1,Baden-Württemberg,Zweiflingen
"Bürkert, Martin",DE119,2020,4,DE1,Baden-Württemberg,Zweiflingen
"SCHNEIDER, Alex",DE119,2020,3,DE1,Baden-Württemberg,Zweiflingen
Sumcab Specialcable GmbH,DE119,2020,3,DE1,Baden-Württemberg,Zweiflingen
"Hohl, Wolfgang",DE119,2020,3,DE1,Baden-Württemberg,Zweiflingen
Scheuerle Fahrzeugfabrik GmbH,DE119,2020,3,DE1,Baden-Württemberg,Zweiflingen
"Gebert, Daniel",DE119,2020,2,DE1,Baden-Württemberg,Zweiflingen
"Haj Hassine, Atef",DE119,2020,2,DE1,Baden-Württemberg,Zweiflingen
"Haidt, Harald",DE119,2020,2,DE1,Baden-Württemberg,Zweiflingen
"BIRKERT, Arndt",DE119,2020,2,DE1,Baden-Württemberg,Zweiflingen
"Haaf, Oliver",DE119,2020,2,DE1,Baden-Württemberg,Zweiflingen
Ziehl-Abegg Automotive GmbH & Co. KG,DE119,2020,2,DE1,Baden-Württemberg,Zweiflingen
"Reuther, Herbert",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
EBM-Papst Mulfingen GmbH&CO. KG,DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
Ziehl-Abegg SE,DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"BAUN, Martin",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"HERDLE, Lothar",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"HUB, Sandra",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"BAER, Martin",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"STEINER, Gerhard",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"Eisert, Gerhard",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"DIETRICH, Volker",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"Müller, Fritz",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"Oettinger, Nicole",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
Nicotra Gebhardt GmbH,DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"FLOEGEL, Werner",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"MESSERSCHMIDT, Hartmut",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
Arnold Umformtechnik GmbH & Co. KG,DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
SWG Schraubenwerk Gaisbach GmbH,DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"Stepper, Thorsten",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
"HAAG, Alexander",DE119,2020,1,DE1,Baden-Württemberg,Zweiflingen
ebm-papst Mulfingen GmbH & Co. KG,DE119,2021,27,DE1,Baden-Württemberg,Zweiflingen
GEMÜ Gebr. Müller Apparatebau GmbH & Co. Kommanditgesellschaft,DE119,2021,7,DE1,Baden-Württemberg,Zweiflingen
Adolf Würth GmbH & Co. KG,DE119,2021,7,DE1,Baden-Württemberg,Zweiflingen
ZIEHL-ABEGG SE,DE119,2021,3,DE1,Baden-Württemberg,Zweiflingen
WÜRTH ELEKTRONIK GmbH & Co. KG,DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
"Schneider, Marc",DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
Filtration Group GmbH,DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
Arnold Umformtechnik GmbH & Co. KG,DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
R. Stahl Schaltgeräte GmbH,DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
Scheuerle Fahrzeugfabrik GmbH,DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
Würth Elektronik eiSos GmbH & Co. KG,DE119,2021,2,DE1,Baden-Württemberg,Zweiflingen
"BAUMGÄRTNER, Michael",DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
Zürn Harvesting GmbH & Co. KG,DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
Nicotra Gebhardt GmbH,DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
"BIRKERT, Arndt",DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
SWG Schraubenwerk Gaisbach GmbH,DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
"HERDLE, Lothar",DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
Mefa Befestigungs- und Montagesysteme GmbH,DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
"HAAG, Christian",DE119,2021,1,DE1,Baden-Württemberg,Zweiflingen
ebm-papst Mulfingen GmbH & Co. KG,DE119,2022,18,DE1,Baden-Württemberg,Zweiflingen
GEMÜ Gebr. Müller Apparatebau GmbH & Co. Kommanditgesellschaft,DE119,2022,12,DE1,Baden-Württemberg,Zweiflingen
ZIEHL-ABEGG SE,DE119,2022,9,DE1,Baden-Württemberg,Zweiflingen
Scheuerle Fahrzeugfabrik GmbH,DE119,2022,4,DE1,Baden-Württemberg,Zweiflingen
Adolf Würth GmbH & Co. KG,DE119,2022,4,DE1,Baden-Württemberg,Zweiflingen
Zürn Harvesting GmbH & Co. KG,DE119,2022,1,DE1,Baden-Württemberg,Zweiflingen
Würth Elektronik eiSos GmbH & Co. KG,DE119,2022,1,DE1,Baden-Württemberg,Zweiflingen
