applicant,nuts_code,filing_year,appln_count,federal_state_code,federal_state_name,landkreis_name
ROBERT BOSCH GMBH,DE111,2019,937,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Mahle International GmbH,DE111,2019,54,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Robert Bosch GmbH,DE111,2019,29,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Universität Stuttgart,DE111,2019,19,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dr.Ing. h.c. F. Porsche Aktiengesellschaft,DE111,2019,13,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHUMANN, Michael",DE111,2019,8,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Buchkremer, Anne",DE111,2019,7,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Stein, Benedikt",DE111,2019,7,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
odelo GmbH,DE111,2019,6,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Schelling, Christoph",DE111,2019,6,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Coperion GmbH,DE111,2019,6,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHMID, Florian",DE111,2019,5,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"LOESCH, Benedikt",DE111,2019,5,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"THIELEN, Joerg",DE111,2019,5,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Husnik, Martin",DE111,2019,5,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Flint Group Germany GmbH,DE111,2019,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Baden-Württemberg Stiftung gGmbH,DE111,2019,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Spatz, Joachim P.",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dr. Ing. h.c. F. Porsche AG,DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Kuhne, Oliver",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KATZ, Martin",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Sawodny, Oliver",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GOETTING, Gunther",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Segret, Mickael",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KLEE, Christoph",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Rupp, Jochen",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"ROEHM, Heiko",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SUENNER, Thomas",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHADOW, Joachim",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Gorke, Peter",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"DAECKE, Dirk",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Hein, Martin",DE111,2019,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Förstner, Dirk",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Klein, Siegfried",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Rau, Andreas",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"EWERT, Sebastian",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GRONLE, Marc",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Zentrum für Sonnenenergie- und Wasserstoff-Forschung Baden-Württemberg,DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Spielmann, Ralf",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Daimler AG,DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Curcic, Michael",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHUMANN, Philipp",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GLEITER, Andreas",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Behr-Hella Thermocontrol GmbH,DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"LOVRIC, Markan",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
SEG Automotive Germany GmbH,DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"MEHRINGER, Paul",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Haefner, Michael",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HENKES, Hans",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Burak, Ingmar",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Mayer, Michael",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dekra Automobil GmbH,DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HERR, Tobias",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Olems, Lars",DE111,2019,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Philipp, Peter",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Blume, Oliver",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Borck, Markus",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Walter, Christoph",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"VAZIFEHDAN, Farzam",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Iepure, Ioan Liviu",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
FORSCHUNGSINSTITUT FÜR KRAFTFAHRWESEN UND FAHRZEUGMOTOREN STUTTGART,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"NAGAKURA, Yasutaka",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Wintergerst, Götz",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHMID, Hardy",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHINZEL, Mirko",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Falck, Tillmann",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Küppers, Simon",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Burghardt, Andreas",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Bisch, Valentin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Zink, Markus",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
DEKRA e.V.,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GLÜCK, Oliver",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BEVOT, Claudius",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KEMPF, Klaus",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Paul Bauder GmbH & Co. KG,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"LANGEN, Thorsten",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Dietel, Juergen",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Deiss, Magnus",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BENSING, Felix",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dr. Ing. h.c. F. Porsche Aktiengesellschaft,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Brennenstuhl, Dietrich",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHOEPF, Martin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"TRAUTMANN, Simon",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"NEISS, Sebastian",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KRUPEZEVIC, Dragan",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"RIEGLER, Udo",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Fischer, Fabian",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"STRAUSS, Susanne",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Skov, Roman",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Luven, Christoph",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Barret, Ian",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Vetter, Susanne",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Häring, Thomas",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HERWEG, Karola",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"DUFAUX, Thomas",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"CAPEK, Oliver",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"WILLERS, Eike",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GORDON, Christopher-Marc",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"STADLER, Frank",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KIRSCHNER, Manfred",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Negel, Jan-Philipp",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"CHASSAGNOUX, Violaine",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Robert Bosch Gesellschaft für medizinische Forschung mbH,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HELBIG, Achim",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"TIPPMANN, Simon",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"ERATH, Christian",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"PETERA, Martin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Schindhelm, David",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Huber, Hans",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Rath, Ingo",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Ribler GmbH,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KUEHBACHER, Daniel",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Stetter, Frieder",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Nimbus Group GmbH,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GRIMM, Friedrich",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"DAUBNER, Michael",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
LTG Aktiengesellschaft,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"EDERER, Michael",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KEYL, Christoph",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BICKELHAUPT, Malte",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Beyer, Holger",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"POPP, Thomas",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"REUTLINGER, Kurt",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Kiebel, Markus",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BECK, Bernhard",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Weiss, Hartmut",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHULZE, Georg",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Streng, Simon",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SITTI, Metin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Heuck, Friedjof",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Doessel, Kerrin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KINCSES, Michael",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Striedelmeyer, Thomas",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"NUFER, Stefan",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"EISENMENGER, Nadja",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"EBERLEIN, Edwin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Schnaufer, Axel",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Habermann, Rudi",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
BMTS Technology GmbH & Co. KG,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Rempp, Wolfgang",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"STRENGERT, Stefan",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HANNEKE, Juergen",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"ZUNFT, Stefan",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"TRAUTMANN, Pius",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Kreissig, Albrecht",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"FRAUNE, Michael",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Lang, Gunther",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Appeltshauser, Georg",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HALLER, Daniel",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KRUSE, Sandra",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SALFELD, Maike",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Kühner, Ralf",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Ed. Züblin AG,DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Grauer, Benjamin",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Bünder, Carsten",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"STROBL, Gerhard",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"LEISTNER, Philip",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HENZLER, Markus",DE111,2019,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
ROBERT BOSCH GMBH,DE111,2020,844,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Mahle International GmbH,DE111,2020,33,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Universität Stuttgart,DE111,2020,19,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dr.Ing. h.c. F. Porsche Aktiengesellschaft,DE111,2020,8,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dr. Ing. h.c. F. Porsche AG,DE111,2020,7,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"AUCH, Sven",DE111,2020,6,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Coperion GmbH,DE111,2020,6,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Budarick, Marko",DE111,2020,6,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"MEZGER, Florian",DE111,2020,5,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
BMTS Technology GmbH & Co. KG,DE111,2020,5,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Baden-Württemberg Stiftung gGmbH,DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
SEG Automotive Germany GmbH,DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHOLTEN, Dick",DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
odelo GmbH,DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BEVOT, Claudius",DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"ALT, Simon",DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KATZ, Martin",DE111,2020,4,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HELBIG, Achim",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HERR, Tobias",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Angermaier, Stefan",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Dr. Ing. h.c. F. Porsche Aktiengesellschaft,DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Ed. Züblin AG,DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Spatz, Joachim P.",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"DEISS, Magnus",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HUTT, Meike",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Nguyen, Quang Huy",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Klemm & Sohn GmbH & Co. KG,DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GLEITER, Andreas",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GOETTING, Gunther",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"LAUFER, Timo",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Bürger, Inga",DE111,2020,3,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Dreizler, Sabine",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Schelling, Christoph",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SEIFERT, Oliver",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHUMANN, Michael",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BORCK, Markus",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"STILLIG, Javier",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"PURCAREA, Calin",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Neyer, Daniel",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Rohde, Jan",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Nicolai, Ferdinand",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GRIMM, Friedrich",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HENKES, Hans",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Sawodny, Oliver",DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Universität Hohenheim,DE111,2020,2,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Glaser, Patrick",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Mueller, Klaus",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Flint Group Germany GmbH,DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Striedelmeyer, Thomas",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KNAUER, Bernd",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Maschinenfabrik Seydelmann KG,DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"DIEDRICH, Joachim",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Himstedt, Justus",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Schlegel, Jan",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Meise, Rene",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"MARKERT, Heiner",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"CELLO, David",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KUNTZ, Matthias",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Demel, Peter",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHOEPF, Martin",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Daimler AG,DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Kruse, Albrecht",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"ROEHM, Heiko",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Rienth, Thomas",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SOTTMANN, Thomas",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Kuhne, Oliver",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Loehr, Juergen",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SEILER, Marcus",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Zahn, Wolf",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"GUTER, Wolfgang",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
LTG Aktiengesellschaft,DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Issa, Hafis Hermann",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Templ, Wolfgang",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"BROSIG, Stefan",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HENZLER, Markus",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Zipf, Philipp",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Haberland, Bernd",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Hielscher, Andreas",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Mayer-Klenk, Christoph",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Burghardt, Andreas",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HEINZ, Thomas",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Klauk, Dietrich",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"ZEDLER, Manja",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SCHNERR, Michael",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"HASCH, Juergen",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Müller, Sebastian",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"SIEGEMUND, Martin",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
Robert Bosch Gesellschaft für medizinische Forschung mbH,DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Spielmann, Ralf",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"STADLER, Frank",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"WELLHOEFER, Matthias Marcus",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Neustadt, Alf",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Weiss, Hartmut",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Willers, Dr. Eike",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"Hasch, Jürgen",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"KRUPEZEVIC, Dragan",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
"RAU, Svetlana",DE111,2020,1,DE1,Baden-Württemberg,"Stuttgart, Landeshauptstadt"
